,Loop 1,Loop 2,Loop 3,Loop 4,Loop 5,Loop 6,Loop 7,Loop 8,Loop 9,Loop 10,Loop 11,Loop 12,Loop 13,Loop 14,Loop 15,Loop 16,Loop 17,Loop 18,Loop 19,Loop 20,Loop 21,Loop 22,Loop 23,Loop 24,Loop 25,Loop 26,Loop 27,Loop 28,Loop 29,Loop 30,Loop 31,Loop 32,Loop 33,Loop 34,Loop 35,Loop 36,Loop 37,Loop 38,Loop 39,Loop 40,Loop 41,Loop 42,Loop 43,Loop 44,Loop 45,Loop 46,Loop 47,Loop 48,Loop 49,Loop 50,Loop 51,Loop 52,Loop 53,Loop 54,Loop 55,Loop 56,Loop 57,Loop 58,Loop 59,Loop 60,Loop 61,Loop 62,Loop 63,Loop 64,Loop 65,Loop 66,Loop 67,Loop 68,Loop 69,Loop 70,Loop 71,Loop 72,Loop 73,Loop 74,Loop 75,Loop 76,Loop 77,Loop 78,Loop 79,Loop 80,Loop 81,Loop 82,Loop 83,Loop 84,Loop 85,Loop 86,Loop 87,Loop 88,Loop 89,Loop 90,Loop 91,Loop 92,Loop 93,Loop 94,Loop 95,Loop 96,Loop 97,Loop 98,Loop 99,Loop 100,Loop 101,Loop 102,Loop 103,Loop 104,Loop 105,Loop 106
AACOAR_syn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACALDt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ACOAD10m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOAD9m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACONTa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACONTb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ADNt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ADOCBIK,0,0,1,0,0,0,-4.44E-16,-1,1,0,1,-1.11E-16,1,1,0,1,1,0,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,-1.11E-16,0,0,1,1.11E-16,-1,0,-1,0,1,1,1.11E-16,0,0,-3,0,1,0,5.55E-17,0,0,0,0,1,-1,1,-1,2,-1,0,1,-1,-2,-5.55E-17,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,2,-2,0,0,-1,-1,-2,-3,0,-1,0,-1,-1.11E-16
AGTi,0,0,0,0,0,0,-0.666666667,0,0.333333333,0,0,-7.40E-17,2.22E-16,7.40E-17,0,0,7.40E-17,0,0,0,2.22E-16,0,0,0,-3.70E-17,0,0,0,0,0,0,0,0,0,2.22E-16,-7.40E-17,0.666666667,0,0.666666667,0,-7.40E-17,0,0,0,7.40E-17,1.11E-16,0,-7.40E-17,0,0.666666667,0,-0.666666667,0,0,-2,0,0,0.666666667,3.70E-17,0,0,0,0,0.666666667,0,0,0,-1.333333333,0,0.666666667,0,0,-0.666666667,-3.70E-17,0,0,0,0,0,0,-0.666666667,0,0,0,2.22E-16,0,-7.40E-17,0,0,0,0,2.22E-16,0,1.333333333,-1,0,0,0,0,-1.11E-16,-0.666666667,0,-7.40E-17,0,-7.40E-17,-7.40E-17
AKGDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AKGDHe2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKGt2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAR,0,0,0,0,0,0,0.666666667,0,-0.333333333,0,0,7.40E-17,-2.22E-16,-7.40E-17,0,0,-7.40E-17,0,0,0,-2.22E-16,0,0,0,3.70E-17,0,0,0,0,0,0,0,0,0,-2.22E-16,7.40E-17,-0.666666667,0,-0.666666667,0,7.40E-17,0,0,0,-7.40E-17,-1.11E-16,0,7.40E-17,-1,-0.666666667,0,0.666666667,0,0,2,0,0,-0.666666667,-3.70E-17,0,0,0,0,-0.666666667,0,0,0,1.333333333,0,-0.666666667,0,0,0.666666667,3.70E-17,0,0,0,0,0,0,0.666666667,0,0,0,-2.22E-16,0,7.40E-17,0,0,0,0,-2.22E-16,0,-1.333333333,1,0,0,0,0,1.11E-16,0.666666667,0,7.40E-17,0,7.40E-17,7.40E-17
ALCD2ir,0,0,0,0,0,0,1.333333333,-1,-0.666666667,0,-1,-1.85E-16,-2,-2,0,-2,-2,0,-2,0,-2,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,2,0.666666667,0,-0.333333333,2,-1.85E-16,0,0,-2,-2,0,0,2,0,-0.333333333,-2,0.333333333,0,0,4,0,2.22E-16,-0.333333333,1.11E-16,0,0,0,0,-0.333333333,2,0,0,-1.333333333,1,1.666666667,-1,1,0.333333333,1,-2,0,0,0,0,0,-0.666666667,0,0,0,0,0,2,0,0,0,0,0,0,-0.666666667,2,0,0,1,-2.22E-16,4,6.333333333,0,2,2,2,2
ARGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
ARGORNt7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASPATh,0,0,0,0,0,0,-1.333333333,1,-0.333333333,0,0,7.40E-17,2,2,0,2,2,1.11E-16,2,0,2,0,-2,0,2,0,0,0,0,0,0,0,0,0,-4.44E-16,-2,-1.666666667,0,-0.666666667,-2,7.40E-17,0,0,2,2,0,0,-2,0,0.333333333,2,-0.333333333,0,0,-2,0,-1,-0.666666667,0,0,0,0,0,-0.666666667,-1,0,0,1.333333333,-1,-1.666666667,0,-1,0.666666667,-1,2,0,0,0,0,0,0.666666667,0,0,0,-4.44E-16,0,-2,0,0,0,0,0,0,-1.333333333,-1,0,0,-1,-1,-4,-5.333333333,0,-2,-2,-2,-2
ASPt2_2,0,0,0,0,0,0,-1.333333333,1,-0.333333333,0,0,7.40E-17,2,2,0,2,2,1.11E-16,2,0,2,0,-2,0,2,0,0,0,0,0,0,0,0,0,-4.44E-16,-2,-1.666666667,0,-0.666666667,-2,7.40E-17,0,0,2,2,0,0,-2,0,0.333333333,2,-0.333333333,0,0,-2,0,-1,-0.666666667,0,0,0,0,0,-0.666666667,-1,0,0,1.333333333,-1,-1.666666667,0,-1,0.666666667,-1,2,0,0,0,0,0,0.666666667,0,0,0,-4.44E-16,0,-2,0,0,0,0,0,0,-1.333333333,-1,0,0,-1,-1,-4,-5.333333333,0,-2,-2,-2,-2
ATGDm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATPS4r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BCTA_glu_h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCTA_val_h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITt2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COALDDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CYSDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
CYTBD2pp,0,0,0,0,0,0,-2.22E-16,0,2.22E-16,2,4.44E-16,-2.22E-16,-8.88E-16,-4.44E-16,0,0,-4.44E-16,0,0,0,-8.88E-16,4.44E-16,0,0,-2.22E-16,0,0,0,0,0,0,0,0,0,0,4.44E-16,2.22E-16,0,-2,0,-2.22E-16,0,-2.22E-16,0,-4.44E-16,0,0,4,0,2,0,-4.44E-16,0,0,-2,0,4.44E-16,-4,2.22E-16,0,0,0,0,4.44E-16,-4.44E-16,0,0,2,-2,2,0,-2,-4.44E-16,-2.22E-16,0,0,0,0,0,0,-2,0,0,0,0,0,4.44E-16,0,0,0,0,-4.44E-16,4.44E-16,-10,2,0,0,-2,-4,0,2,0,8,-4.44E-16,4.44E-16,4.44E-16
CYTBO3,0,0,0,0,0,0,2.22E-16,0,-2.22E-16,-2,-4.44E-16,2.22E-16,8.88E-16,4.44E-16,0,0,4.44E-16,0,0,0,8.88E-16,-4.44E-16,0,0,2.22E-16,0,0,0,0,0,0,0,0,0,0,-4.44E-16,-2.22E-16,0,2,0,2.22E-16,0,2.22E-16,0,4.44E-16,0,0,-4,0,-2,0,4.44E-16,0,0,2,0,-4.44E-16,4,-2.22E-16,0,0,0,0,-4.44E-16,4.44E-16,0,0,-2,2,-2,0,2,4.44E-16,2.22E-16,0,0,0,0,0,0,2,0,0,0,0,0,-4.44E-16,0,0,0,0,4.44E-16,-4.44E-16,8,-2,0,0,2,4,0,-2,0,-8,4.44E-16,-4.44E-16,-4.44E-16
CYTDt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAAD,0,0,0,0,0,0,-0.333333333,-1,-0.333333333,0,0,-1.48E-16,-2,-2,0,-2,-2,0,-2,0,-2,0,2,0,-2,0,0,0,0,0,0,0,0,0,4.44E-16,2,1.333333333,0,1.333333333,2,-1.48E-16,0,0,-2,-2,4.44E-16,0,2,1,0.333333333,-2,-0.333333333,0,0,-1,0,1,1.333333333,-1.48E-16,0,0,0,0,0.333333333,1,0,0,-2.666666667,0,1.333333333,0,0,-1.333333333,1,-2,0,0,0,0,0,-1.333333333,0,0,0,4.44E-16,0,2,0,0,0,0,4.44E-16,0,2.666666667,0,0,0,0,-1,4,4.666666667,0,2,2,2,2
DADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADNt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALAt2pp,0,0,0,0,0,0,0.333333333,-1,-0.666666667,0,0,-7.40E-17,-2,-2,0,-2,-2,-1.11E-16,-2,0,-2,0,2,0,-2,0,0,0,0,0,0,0,0,0,4.44E-16,2,0.666666667,0,0.666666667,2,-7.40E-17,0,0,-2,-2,0,0,2,0,-0.333333333,-2,0.333333333,0,0,1,0,1,0.666666667,3.70E-17,0,0,0,0,-0.333333333,1,0,0,-1.333333333,0,0.666666667,0,0,-0.666666667,1,-2,0,0,0,0,0,-0.666666667,0,0,0,4.44E-16,0,2,0,0,0,0,0,0,1.333333333,1,0,0,0,-1,4,5.333333333,0,2,2,2,2
DCYTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCYTt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDGLCNt2r,0,0,0,0,0,0,1,-1,1,0,0,-2.22E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-2.22E-16,0,0,0,0,-1,0,0,0,0,0,1.11E-16,0,0,-1,0,2,-1,0,0,0,0,0,1,0,0,-1,2,0,1,1,0,-2,1,-1,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,2.22E-16,0,2,-1,0,0,0,0,0,-2,0,0,-2.22E-16,0,0
DDGLK,0,0,0,0,0,0,-1,1,-1,0,0,2.22E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-1,0,2.22E-16,0,0,0,0,1,0,0,0,0,0,-1.11E-16,0,0,1,0,-2,1,0,0,0,0,0,-1,0,0,1,-2,0,-1,-1,0,2,-1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-2.22E-16,0,-2,1,0,0,0,0,0,2,0,0,2.22E-16,0,0
