EX_cpd00176_e0,0
EX_cpd00136_e0,-10
EX_cpd00182_e0,0
EX_cpd00162_e0,0
EX_cpd00540_e0,0
EX_cpd11416_c0,0
EX_cpd00063_e0,-10
EX_cpd00635_e0,0
EX_cpd01012_e0,0
EX_cpd00098_e0,0
EX_cpd00137_e0,0
EX_cpd00099_e0,-10
EX_cpd00149_e0,-10
EX_cpd00011_e0,0
EX_cpd00058_e0,-10
EX_cpd00367_e0,0
EX_cpd00117_e0,0
EX_cpd00082_e0,0
EX_cpd00280_e0,0
EX_cpd00027_e0,-10
EX_cpd00314_e0,0
EX_cpd00138_e0,0
EX_cpd00637_e0,0
EX_cpd00550_e0,0
EX_cpd00438_e0,0
EX_cpd00654_e0,0
EX_cpd00277_e0,0
EX_cpd03279_e0,0
EX_cpd00412_e0,0
rxn13783_c0,0
EX_cpd01171_e0,0
EX_cpd10515_e0,-10
EX_cpd10516_e0,-10
EX_cpd00106_e0,0
EX_cpd00164_e0,0
EX_cpd00276_e0,0
EX_cpd00100_e0,0
EX_cpd00033_e0,0
EX_cpd15302_c0,0
EX_cpd00067_e0,-10
EX_cpd00001_e0,-10
EX_cpd00268_e0,0
EX_cpd00226_e0,0
EX_cpd00246_e0,0
EX_cpd00205_e0,-10
EX_cpd00224_e0,0
EX_cpd00051_e0,-10
EX_cpd00041_e0,0
EX_cpd00023_e0,0
EX_cpd00039_e0,-10
EX_cpd00130_e0,0
EX_cpd00060_e0,0
EX_cpd11576_e0,0
EX_cpd01914_e0,0
EX_cpd00129_e0,0
EX_cpd00054_e0,0
EX_cpd00065_e0,-10
EX_cpd00179_e0,0
EX_cpd11606_e0,-10
EX_cpd00254_e0,-10
EX_cpd00030_e0,-10
EX_cpd03847_e0,-10
EX_cpd00122_e0,0
EX_cpd00971_e0,-10
EX_cpd00013_e0,-10
EX_cpd00355_e0,-10
EX_cpd00209_e0,0
EX_cpd00075_e0,0
EX_cpd00007_e0,-20
EX_cpd01080_e0,-10
EX_cpd00064_e0,0
EX_cpd00214_e0,0
EX_cpd00009_e0,-10
EX_cpd00012_e0,0
rxn13782_c0,0
EX_cpd00118_e0,0
rxn13784_c0,0
EX_cpd01030_e0,0
EX_cpd00588_e0,0
EX_cpd00264_e0,-10
EX_cpd00036_e0,0
EX_cpd00076_e0,0
EX_cpd00048_e0,-10
EX_cpd00210_e0,0
EX_cpd00793_e0,-10
EX_cpd00184_e0,0
EX_cpd00794_e0,0
EX_cpd15561_e0,0
EX_cpd15560_e0,0
EX_cpd00249_e0,0
EX_cpd03696_e0,0
EX_cpd00154_e0,0
EX_cpd00034_e0,-10